cue,patterns (|),feelings (|),needs (|),example
inefficacy-generalization-i-say-get better,"nothing i say .* get better|nothing i say .* ever .* get better|nothing .* get better ever|nothing i say.*, it (?:doesn'?t|won't) (?:get|better)|whatever i say.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i say .* get better|never i say .* at all .* get better|never .* get better at all|never i say.*, it (?:doesn'?t|won't) (?:get|better)|no matter what i say .* get better|no matter what i say.*, it (?:doesn'?t|won't) (?:get|better)|whatever i say .* get better|whatever i say.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I say and it didn't get better, even after multiple attempts."
inefficacy-generalization-i-said-work,"nothing i said .* work|nothing i said .* ever .* work|nothing .* work ever|nothing i said.*, it (?:doesn'?t|won't) (?:work)|whatever i said.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i said .* work|never i said .* at all .* work|never .* work at all|never i said.*, it (?:doesn'?t|won't) (?:work)|no matter what i said .* work|no matter what i said.*, it (?:doesn'?t|won't) (?:work)|whatever i said .* work|whatever i said.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"I said and it didn't work, even after multiple attempts."
inefficacy-generalization-i-said-help,"nothing i said .* help|nothing i said .* ever .* help|nothing .* help ever|nothing i said.*, it (?:doesn'?t|won't) (?:help)|whatever i said.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i said .* help|never i said .* at all .* help|never .* help at all|never i said.*, it (?:doesn'?t|won't) (?:help)|no matter what i said .* help|no matter what i said.*, it (?:doesn'?t|won't) (?:help)|whatever i said .* help|whatever i said.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"I said and it didn't help, even after multiple attempts."
inefficacy-generalization-i-said-change,"nothing i said .* change|nothing i said .* ever .* change|nothing .* change ever|nothing i said.*, it (?:doesn'?t|won't) (?:change)|whatever i said.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i said .* change|never i said .* at all .* change|never .* change at all|never i said.*, it (?:doesn'?t|won't) (?:change)|no matter what i said .* change|no matter what i said.*, it (?:doesn'?t|won't) (?:change)|whatever i said .* change|whatever i said.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I said and it didn't change, even after multiple attempts."
inefficacy-generalization-i-said-matter,"nothing i said .* matter|nothing i said .* ever .* matter|nothing .* matter ever|nothing i said.*, it (?:doesn'?t|won't) (?:matter)|whatever i said.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i said .* matter|never i said .* at all .* matter|never .* matter at all|never i said.*, it (?:doesn'?t|won't) (?:matter)|no matter what i said .* matter|no matter what i said.*, it (?:doesn'?t|won't) (?:matter)|whatever i said .* matter|whatever i said.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I said and it didn't matter, even after multiple attempts."
inefficacy-generalization-i-said-improve,"nothing i said .* improve|nothing i said .* ever .* improve|nothing .* improve ever|nothing i said.*, it (?:doesn'?t|won't) (?:improve)|whatever i said.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i said .* improve|never i said .* at all .* improve|never .* improve at all|never i said.*, it (?:doesn'?t|won't) (?:improve)|no matter what i said .* improve|no matter what i said.*, it (?:doesn'?t|won't) (?:improve)|whatever i said .* improve|whatever i said.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I said and it didn't improve, even after multiple attempts."
inefficacy-generalization-i-said-get better,"nothing i said .* get better|nothing i said .* ever .* get better|nothing .* get better ever|nothing i said.*, it (?:doesn'?t|won't) (?:get|better)|whatever i said.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i said .* get better|never i said .* at all .* get better|never .* get better at all|never i said.*, it (?:doesn'?t|won't) (?:get|better)|no matter what i said .* get better|no matter what i said.*, it (?:doesn'?t|won't) (?:get|better)|whatever i said .* get better|whatever i said.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I said and it didn't get better, even after multiple attempts."
inefficacy-generalization-i-change-work,"nothing i change .* work|nothing i change .* ever .* work|nothing .* work ever|nothing i change.*, it (?:doesn'?t|won't) (?:work)|whatever i change.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i change .* work|never i change .* at all .* work|never .* work at all|never i change.*, it (?:doesn'?t|won't) (?:work)|no matter what i change .* work|no matter what i change.*, it (?:doesn'?t|won't) (?:work)|whatever i change .* work|whatever i change.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"I change and it didn't work, even after multiple attempts."
inefficacy-generalization-i-change-help,"nothing i change .* help|nothing i change .* ever .* help|nothing .* help ever|nothing i change.*, it (?:doesn'?t|won't) (?:help)|whatever i change.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i change .* help|never i change .* at all .* help|never .* help at all|never i change.*, it (?:doesn'?t|won't) (?:help)|no matter what i change .* help|no matter what i change.*, it (?:doesn'?t|won't) (?:help)|whatever i change .* help|whatever i change.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"I change and it didn't help, even after multiple attempts."
inefficacy-generalization-i-change-change,"nothing i change .* change|nothing i change .* ever .* change|nothing .* change ever|nothing i change.*, it (?:doesn'?t|won't) (?:change)|whatever i change.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i change .* change|never i change .* at all .* change|never .* change at all|never i change.*, it (?:doesn'?t|won't) (?:change)|no matter what i change .* change|no matter what i change.*, it (?:doesn'?t|won't) (?:change)|whatever i change .* change|whatever i change.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I change and it didn't change, even after multiple attempts."
inefficacy-generalization-i-change-matter,"nothing i change .* matter|nothing i change .* ever .* matter|nothing .* matter ever|nothing i change.*, it (?:doesn'?t|won't) (?:matter)|whatever i change.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i change .* matter|never i change .* at all .* matter|never .* matter at all|never i change.*, it (?:doesn'?t|won't) (?:matter)|no matter what i change .* matter|no matter what i change.*, it (?:doesn'?t|won't) (?:matter)|whatever i change .* matter|whatever i change.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I change and it didn't matter, even after multiple attempts."
inefficacy-generalization-i-change-improve,"nothing i change .* improve|nothing i change .* ever .* improve|nothing .* improve ever|nothing i change.*, it (?:doesn'?t|won't) (?:improve)|whatever i change.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i change .* improve|never i change .* at all .* improve|never .* improve at all|never i change.*, it (?:doesn'?t|won't) (?:improve)|no matter what i change .* improve|no matter what i change.*, it (?:doesn'?t|won't) (?:improve)|whatever i change .* improve|whatever i change.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I change and it didn't improve, even after multiple attempts."
inefficacy-generalization-i-change-get better,"nothing i change .* get better|nothing i change .* ever .* get better|nothing .* get better ever|nothing i change.*, it (?:doesn'?t|won't) (?:get|better)|whatever i change.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i change .* get better|never i change .* at all .* get better|never .* get better at all|never i change.*, it (?:doesn'?t|won't) (?:get|better)|no matter what i change .* get better|no matter what i change.*, it (?:doesn'?t|won't) (?:get|better)|whatever i change .* get better|whatever i change.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I change and it didn't get better, even after multiple attempts."
inefficacy-generalization-i-changed-work,"nothing i changed .* work|nothing i changed .* ever .* work|nothing .* work ever|nothing i changed.*, it (?:doesn'?t|won't) (?:work)|whatever i changed.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i changed .* work|never i changed .* at all .* work|never .* work at all|never i changed.*, it (?:doesn'?t|won't) (?:work)|no matter what i changed .* work|no matter what i changed.*, it (?:doesn'?t|won't) (?:work)|whatever i changed .* work|whatever i changed.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"I changed and it didn't work, even after multiple attempts."
inefficacy-generalization-i-changed-help,"nothing i changed .* help|nothing i changed .* ever .* help|nothing .* help ever|nothing i changed.*, it (?:doesn'?t|won't) (?:help)|whatever i changed.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i changed .* help|never i changed .* at all .* help|never .* help at all|never i changed.*, it (?:doesn'?t|won't) (?:help)|no matter what i changed .* help|no matter what i changed.*, it (?:doesn'?t|won't) (?:help)|whatever i changed .* help|whatever i changed.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"I changed and it didn't help, even after multiple attempts."
inefficacy-generalization-i-changed-change,"nothing i changed .* change|nothing i changed .* ever .* change|nothing .* change ever|nothing i changed.*, it (?:doesn'?t|won't) (?:change)|whatever i changed.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i changed .* change|never i changed .* at all .* change|never .* change at all|never i changed.*, it (?:doesn'?t|won't) (?:change)|no matter what i changed .* change|no matter what i changed.*, it (?:doesn'?t|won't) (?:change)|whatever i changed .* change|whatever i changed.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I changed and it didn't change, even after multiple attempts."
inefficacy-generalization-i-changed-matter,"nothing i changed .* matter|nothing i changed .* ever .* matter|nothing .* matter ever|nothing i changed.*, it (?:doesn'?t|won't) (?:matter)|whatever i changed.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i changed .* matter|never i changed .* at all .* matter|never .* matter at all|never i changed.*, it (?:doesn'?t|won't) (?:matter)|no matter what i changed .* matter|no matter what i changed.*, it (?:doesn'?t|won't) (?:matter)|whatever i changed .* matter|whatever i changed.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I changed and it didn't matter, even after multiple attempts."
inefficacy-generalization-i-changed-improve,"nothing i changed .* improve|nothing i changed .* ever .* improve|nothing .* improve ever|nothing i changed.*, it (?:doesn'?t|won't) (?:improve)|whatever i changed.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i changed .* improve|never i changed .* at all .* improve|never .* improve at all|never i changed.*, it (?:doesn'?t|won't) (?:improve)|no matter what i changed .* improve|no matter what i changed.*, it (?:doesn'?t|won't) (?:improve)|whatever i changed .* improve|whatever i changed.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I changed and it didn't improve, even after multiple attempts."
inefficacy-generalization-i-changed-get better,"nothing i changed .* get better|nothing i changed .* ever .* get better|nothing .* get better ever|nothing i changed.*, it (?:doesn'?t|won't) (?:get|better)|whatever i changed.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i changed .* get better|never i changed .* at all .* get better|never .* get better at all|never i changed.*, it (?:doesn'?t|won't) (?:get|better)|no matter what i changed .* get better|no matter what i changed.*, it (?:doesn'?t|won't) (?:get|better)|whatever i changed .* get better|whatever i changed.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I changed and it didn't get better, even after multiple attempts."
inefficacy-generalization-i-explain-work,"nothing i explain .* work|nothing i explain .* ever .* work|nothing .* work ever|nothing i explain.*, it (?:doesn'?t|won't) (?:work)|whatever i explain.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explain .* work|never i explain .* at all .* work|never .* work at all|never i explain.*, it (?:doesn'?t|won't) (?:work)|no matter what i explain .* work|no matter what i explain.*, it (?:doesn'?t|won't) (?:work)|whatever i explain .* work|whatever i explain.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"I explain and it didn't work, even after multiple attempts."
inefficacy-generalization-i-explain-help,"nothing i explain .* help|nothing i explain .* ever .* help|nothing .* help ever|nothing i explain.*, it (?:doesn'?t|won't) (?:help)|whatever i explain.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explain .* help|never i explain .* at all .* help|never .* help at all|never i explain.*, it (?:doesn'?t|won't) (?:help)|no matter what i explain .* help|no matter what i explain.*, it (?:doesn'?t|won't) (?:help)|whatever i explain .* help|whatever i explain.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"I explain and it didn't help, even after multiple attempts."
inefficacy-generalization-i-explain-change,"nothing i explain .* change|nothing i explain .* ever .* change|nothing .* change ever|nothing i explain.*, it (?:doesn'?t|won't) (?:change)|whatever i explain.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explain .* change|never i explain .* at all .* change|never .* change at all|never i explain.*, it (?:doesn'?t|won't) (?:change)|no matter what i explain .* change|no matter what i explain.*, it (?:doesn'?t|won't) (?:change)|whatever i explain .* change|whatever i explain.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I explain and it didn't change, even after multiple attempts."
inefficacy-generalization-i-explain-matter,"nothing i explain .* matter|nothing i explain .* ever .* matter|nothing .* matter ever|nothing i explain.*, it (?:doesn'?t|won't) (?:matter)|whatever i explain.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explain .* matter|never i explain .* at all .* matter|never .* matter at all|never i explain.*, it (?:doesn'?t|won't) (?:matter)|no matter what i explain .* matter|no matter what i explain.*, it (?:doesn'?t|won't) (?:matter)|whatever i explain .* matter|whatever i explain.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I explain and it didn't matter, even after multiple attempts."
inefficacy-generalization-i-explain-improve,"nothing i explain .* improve|nothing i explain .* ever .* improve|nothing .* improve ever|nothing i explain.*, it (?:doesn'?t|won't) (?:improve)|whatever i explain.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explain .* improve|never i explain .* at all .* improve|never .* improve at all|never i explain.*, it (?:doesn'?t|won't) (?:improve)|no matter what i explain .* improve|no matter what i explain.*, it (?:doesn'?t|won't) (?:improve)|whatever i explain .* improve|whatever i explain.*, it (?:doesn'?t|won't) (?:improve)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I explain and it didn't improve, even after multiple attempts."
inefficacy-generalization-i-explain-get better,"nothing i explain .* get better|nothing i explain .* ever .* get better|nothing .* get better ever|nothing i explain.*, it (?:doesn'?t|won't) (?:get|better)|whatever i explain.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explain .* get better|never i explain .* at all .* get better|never .* get better at all|never i explain.*, it (?:doesn'?t|won't) (?:get|better)|no matter what i explain .* get better|no matter what i explain.*, it (?:doesn'?t|won't) (?:get|better)|whatever i explain .* get better|whatever i explain.*, it (?:doesn'?t|won't) (?:get|better)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I explain and it didn't get better, even after multiple attempts."
inefficacy-generalization-i-explained-work,"nothing i explained .* work|nothing i explained .* ever .* work|nothing .* work ever|nothing i explained.*, it (?:doesn'?t|won't) (?:work)|whatever i explained.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explained .* work|never i explained .* at all .* work|never .* work at all|never i explained.*, it (?:doesn'?t|won't) (?:work)|no matter what i explained .* work|no matter what i explained.*, it (?:doesn'?t|won't) (?:work)|whatever i explained .* work|whatever i explained.*, it (?:doesn'?t|won't) (?:work)",helpless|powerless|thwarted|frustrated,accomplishment|competence|contribution|growth,"I explained and it didn't work, even after multiple attempts."
inefficacy-generalization-i-explained-help,"nothing i explained .* help|nothing i explained .* ever .* help|nothing .* help ever|nothing i explained.*, it (?:doesn'?t|won't) (?:help)|whatever i explained.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explained .* help|never i explained .* at all .* help|never .* help at all|never i explained.*, it (?:doesn'?t|won't) (?:help)|no matter what i explained .* help|no matter what i explained.*, it (?:doesn'?t|won't) (?:help)|whatever i explained .* help|whatever i explained.*, it (?:doesn'?t|won't) (?:help)",helpless|powerless|thwarted|frustrated,support|clarity|learning|to-be-heard,"I explained and it didn't help, even after multiple attempts."
inefficacy-generalization-i-explained-change,"nothing i explained .* change|nothing i explained .* ever .* change|nothing .* change ever|nothing i explained.*, it (?:doesn'?t|won't) (?:change)|whatever i explained.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explained .* change|never i explained .* at all .* change|never .* change at all|never i explained.*, it (?:doesn'?t|won't) (?:change)|no matter what i explained .* change|no matter what i explained.*, it (?:doesn'?t|won't) (?:change)|whatever i explained .* change|whatever i explained.*, it (?:doesn'?t|won't) (?:change)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I explained and it didn't change, even after multiple attempts."
inefficacy-generalization-i-explained-matter,"nothing i explained .* matter|nothing i explained .* ever .* matter|nothing .* matter ever|nothing i explained.*, it (?:doesn'?t|won't) (?:matter)|whatever i explained.*, it (?:doesn'?t|won't) (?:work|help|change|matter|improve|get better)|i can'?t (?:do anything right|make it work|make a difference|get through|win)|why do i even bother|it was (?:pointless|futile|useless|a waste|for nothing|in vain|went nowhere|made it worse|got me nowhere|all for nothing)|tried .* times and (?:nothing|never) (?:worked|helped|changed|improved|mattered)|no matter what i (?:say|do|try).* (?:fails|backfires|gets ignored|goes nowhere)|never i explained .* matter|never i explained .* at all .* matter|never .* matter at all|never i explained.*, it (?:doesn'?t|won't) (?:matter)|no matter what i explained .* matter|no matter what i explained.*, it (?:doesn'?t|won't) (?:matter)|whatever i explained .* matter|whatever i explained.*, it (?:doesn'?t|won't) (?:matter)",desperate|distressed|tired|hopeless,accomplishment|competence|contribution|growth,"I explained and it didn't matter, even after multiple attempts."
