Row Type,Feeling Title,Page Summary,Slug Override,Related Faux Feelings,Related Needs,Need Satisfaction,Body Signal Notes,Poem Quotation,Poem URL,Cue Region ID,Cue Region Label,Cue Region Prompt,Cue Option ID,Cue Option Title,Cue Option Note,Cue Option Insight,Cue Feeling Key,Cue Weight
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-tight,Tight or gripped,"Squeezing band, hard to swallow","A tight throat can appear when sadness, anxiety, or shame holds words back.",anxiety,0.8
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-lump,Lump or swelling,"Tears hovering, voice shaking, lump rising","A lump in the throat can pair with grief, loneliness, or tenderness seeking expression.",grief,1.2
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-lump,Lump or swelling,"Tears hovering, voice shaking, lump rising","A lump in the throat can pair with grief, loneliness, or tenderness seeking expression.",lonely,1
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-lump,Lump or swelling,"Tears hovering, voice shaking, lump rising","A lump in the throat can pair with grief, loneliness, or tenderness seeking expression.",sadness,1.1
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-lump,Lump or swelling,"Tears hovering, voice shaking, lump rising","A lump in the throat can pair with grief, loneliness, or tenderness seeking expression.",overwhelm,0.8
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-dry,Dry or closed off,"Scratchy, hard to speak, voice fades",Dryness can indicate fear or anticipation about speaking up.,fear,1
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-dry,Dry or closed off,"Scratchy, hard to speak, voice fades",Dryness can indicate fear or anticipation about speaking up.,anxiety,1
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-dry,Dry or closed off,"Scratchy, hard to speak, voice fades",Dryness can indicate fear or anticipation about speaking up.,excited,0.8
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-dry,Dry or closed off,"Scratchy, hard to speak, voice fades",Dryness can indicate fear or anticipation about speaking up.,shame,0.7
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-clench,Clenched or grinding,"Teeth locked, fists tight, rigid tongue","Clenched muscles can reflect anger, frustration, or determined resolve.",anger,1.3
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-clench,Clenched or grinding,"Teeth locked, fists tight, rigid tongue","Clenched muscles can reflect anger, frustration, or determined resolve.",frustration,1.2
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-clench,Clenched or grinding,"Teeth locked, fists tight, rigid tongue","Clenched muscles can reflect anger, frustration, or determined resolve.",determined,1
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-clench,Clenched or grinding,"Teeth locked, fists tight, rigid tongue","Clenched muscles can reflect anger, frustration, or determined resolve.",stress,0.9
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-heat,Heat or flush,"Warm cheeks, heat pooling in jaw","Heat in the jaw can mark anger, shame, or a boundary flare.",anger,1.1
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-heat,Heat or flush,"Warm cheeks, heat pooling in jaw","Heat in the jaw can mark anger, shame, or a boundary flare.",shame,1
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-heat,Heat or flush,"Warm cheeks, heat pooling in jaw","Heat in the jaw can mark anger, shame, or a boundary flare.",frustration,0.8
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-heat,Heat or flush,"Warm cheeks, heat pooling in jaw","Heat in the jaw can mark anger, shame, or a boundary flare.",guilt,0.7
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-tremble,Tremble or quiver,"Jaw shaking, lips or hands quivering","Trembling around the mouth can accompany fear, overwhelm, or sadness releasing.",fear,1.1
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-tremble,Tremble or quiver,"Jaw shaking, lips or hands quivering","Trembling around the mouth can accompany fear, overwhelm, or sadness releasing.",anxiety,1
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-tremble,Tremble or quiver,"Jaw shaking, lips or hands quivering","Trembling around the mouth can accompany fear, overwhelm, or sadness releasing.",sadness,0.9
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-tremble,Tremble or quiver,"Jaw shaking, lips or hands quivering","Trembling around the mouth can accompany fear, overwhelm, or sadness releasing.",overwhelm,1
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-pressure,Pressure or band,"Helmet feeling, squeezing temples","Head pressure can signal mental load, stress, or overwhelm asking for relief.",overwhelm,1.3
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-pressure,Pressure or band,"Helmet feeling, squeezing temples","Head pressure can signal mental load, stress, or overwhelm asking for relief.",stress,1.1
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-pressure,Pressure or band,"Helmet feeling, squeezing temples","Head pressure can signal mental load, stress, or overwhelm asking for relief.",anxiety,1
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-buzzing,Buzzing or static,"Quick thoughts, humming energy",Buzzing in the head can come with anxious energy or excited anticipation.,anxiety,1.1
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-buzzing,Buzzing or static,"Quick thoughts, humming energy",Buzzing in the head can come with anxious energy or excited anticipation.,excited,0.9
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-buzzing,Buzzing or static,"Quick thoughts, humming energy",Buzzing in the head can come with anxious energy or excited anticipation.,excited,0.9
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-buzzing,Buzzing or static,"Quick thoughts, humming energy",Buzzing in the head can come with anxious energy or excited anticipation.,overwhelm,0.8
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-fog,Foggy or heavy,"Hard to focus, thick clouded feeling","Fog can appear with exhaustion, low mood, or protective numbness.",tired,1.1
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-fog,Foggy or heavy,"Hard to focus, thick clouded feeling","Fog can appear with exhaustion, low mood, or protective numbness.",numb,1
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-fog,Foggy or heavy,"Hard to focus, thick clouded feeling","Fog can appear with exhaustion, low mood, or protective numbness.",sadness,0.8
cue,,,,,,,,,,head,Head and mind space,"Check your forehead, temples, and behind the eyes. Notice pressure, buzzing, or fog.",head-fog,Foggy or heavy,"Hard to focus, thick clouded feeling","Fog can appear with exhaustion, low mood, or protective numbness.",overwhelm,0.9
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-weighted,Weighted or burdened,"Heavy load, sagging posture, tight knots","Weighted shoulders can align with stress, guilt, or sadness about responsibility.",stress,1.2
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-weighted,Weighted or burdened,"Heavy load, sagging posture, tight knots","Weighted shoulders can align with stress, guilt, or sadness about responsibility.",guilt,1.1
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-weighted,Weighted or burdened,"Heavy load, sagging posture, tight knots","Weighted shoulders can align with stress, guilt, or sadness about responsibility.",sadness,1
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-weighted,Weighted or burdened,"Heavy load, sagging posture, tight knots","Weighted shoulders can align with stress, guilt, or sadness about responsibility.",overwhelm,1
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-braced,Lifted or braced,"Raised, ready to act, armor-like","Braced shoulders can show your body gearing up—anxiety, determination, or anger.",anxiety,1.1
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-braced,Lifted or braced,"Raised, ready to act, armor-like","Braced shoulders can show your body gearing up—anxiety, determination, or anger.",determined,1
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-braced,Lifted or braced,"Raised, ready to act, armor-like","Braced shoulders can show your body gearing up—anxiety, determination, or anger.",anger,0.8
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-braced,Lifted or braced,"Raised, ready to act, armor-like","Braced shoulders can show your body gearing up—anxiety, determination, or anger.",fear,0.9
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-droop,Drooping or collapsed,"Slumped, no lift, giving way","Drooping shoulders can reflect fatigue, discouragement, or grief.",tired,1.1
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-droop,Drooping or collapsed,"Slumped, no lift, giving way","Drooping shoulders can reflect fatigue, discouragement, or grief.",sadness,1
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-droop,Drooping or collapsed,"Slumped, no lift, giving way","Drooping shoulders can reflect fatigue, discouragement, or grief.",grief,0.9
cue,,,,,,,,,,shoulders,Shoulders and upper back,"Sense the slope of your shoulders and upper back. Notice if they lift, droop, or carry weight.",shoulders-droop,Drooping or collapsed,"Slumped, no lift, giving way","Drooping shoulders can reflect fatigue, discouragement, or grief.",numb,0.9
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-heavy,Heavy or lead-like,"Hard to move, sluggish, weighted","Heavy limbs can show tiredness, sadness, or numb shutdown.",tired,1.3
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-heavy,Heavy or lead-like,"Hard to move, sluggish, weighted","Heavy limbs can show tiredness, sadness, or numb shutdown.",sadness,1
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-heavy,Heavy or lead-like,"Hard to move, sluggish, weighted","Heavy limbs can show tiredness, sadness, or numb shutdown.",numb,1.1
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-heavy,Heavy or lead-like,"Hard to move, sluggish, weighted","Heavy limbs can show tiredness, sadness, or numb shutdown.",overwhelm,0.8
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-restless,Restless or fidgety,"Urge to pace, bounce, or shake","Restless limbs can signal pent-up energy linked to anxiety, anticipation, or frustration.",anxiety,1.2
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-restless,Restless or fidgety,"Urge to pace, bounce, or shake","Restless limbs can signal pent-up energy linked to anxiety, anticipation, or frustration.",excited,1.1
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-restless,Restless or fidgety,"Urge to pace, bounce, or shake","Restless limbs can signal pent-up energy linked to anxiety, anticipation, or frustration.",excited,1
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-restless,Restless or fidgety,"Urge to pace, bounce, or shake","Restless limbs can signal pent-up energy linked to anxiety, anticipation, or frustration.",frustration,0.9
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-tingly,Tingly or sparkly,"Buzzing skin, energetic tingles",Tingles can mean excited anticipation or anxious vigilance.,excited,1.2
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-tingly,Tingly or sparkly,"Buzzing skin, energetic tingles",Tingles can mean excited anticipation or anxious vigilance.,excited,1.1
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-tingly,Tingly or sparkly,"Buzzing skin, energetic tingles",Tingles can mean excited anticipation or anxious vigilance.,fear,0.9
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-tingly,Tingly or sparkly,"Buzzing skin, energetic tingles",Tingles can mean excited anticipation or anxious vigilance.,joyful,0.8
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-flush,Flush of heat,"Cheeks glowing, warmth rushing outward","Heat waves can pair with anger, excitement, or shame.",anger,1.2
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-flush,Flush of heat,"Cheeks glowing, warmth rushing outward","Heat waves can pair with anger, excitement, or shame.",excited,1
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-flush,Flush of heat,"Cheeks glowing, warmth rushing outward","Heat waves can pair with anger, excitement, or shame.",shame,1
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-flush,Flush of heat,"Cheeks glowing, warmth rushing outward","Heat waves can pair with anger, excitement, or shame.",pride,0.6
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-chill,Chill or cold rush,"Goosebumps, cold core, shivers","Chills may signal fear, anxiety, or grief moving through.",fear,1.2
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-chill,Chill or cold rush,"Goosebumps, cold core, shivers","Chills may signal fear, anxiety, or grief moving through.",anxiety,1.1
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-chill,Chill or cold rush,"Goosebumps, cold core, shivers","Chills may signal fear, anxiety, or grief moving through.",sadness,0.8
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-chill,Chill or cold rush,"Goosebumps, cold core, shivers","Chills may signal fear, anxiety, or grief moving through.",overwhelm,0.9
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-prickly,Prickly or sweaty skin,"Prickles, sudden sweat, tingling heat","Prickly sensations can show adrenaline—anxiety, anticipation, or overwhelm.",anxiety,1.1
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-prickly,Prickly or sweaty skin,"Prickles, sudden sweat, tingling heat","Prickly sensations can show adrenaline—anxiety, anticipation, or overwhelm.",excited,1
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-prickly,Prickly or sweaty skin,"Prickles, sudden sweat, tingling heat","Prickly sensations can show adrenaline—anxiety, anticipation, or overwhelm.",excited,0.9
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-prickly,Prickly or sweaty skin,"Prickles, sudden sweat, tingling heat","Prickly sensations can show adrenaline—anxiety, anticipation, or overwhelm.",stress,0.8
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-numb,Muted or numb,"Blank, disconnected, hard to feel",Numbness can be protective when overwhelm maxes out.,numb,1.4
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-numb,Muted or numb,"Blank, disconnected, hard to feel",Numbness can be protective when overwhelm maxes out.,bored,1.1
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-numb,Muted or numb,"Blank, disconnected, hard to feel",Numbness can be protective when overwhelm maxes out.,overwhelm,0.9
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-numb,Muted or numb,"Blank, disconnected, hard to feel",Numbness can be protective when overwhelm maxes out.,tired,0.9
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-floating,Floating or unreal,"Drifting, spaced out, not quite here",Floating sensations can hint at overwhelm or anxiety pulling you away from the moment.,overwhelm,1.1
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-floating,Floating or unreal,"Drifting, spaced out, not quite here",Floating sensations can hint at overwhelm or anxiety pulling you away from the moment.,anxiety,1
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-floating,Floating or unreal,"Drifting, spaced out, not quite here",Floating sensations can hint at overwhelm or anxiety pulling you away from the moment.,numb,0.9
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-floating,Floating or unreal,"Drifting, spaced out, not quite here",Floating sensations can hint at overwhelm or anxiety pulling you away from the moment.,sadness,0.7
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-calm,Grounded or calm,"Steady, anchored, peacefully present","Steady calm can mean needs feel met—contentment, gratitude, or relief.",calm,1.3
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-calm,Grounded or calm,"Steady, anchored, peacefully present","Steady calm can mean needs feel met—contentment, gratitude, or relief.",relief,1.1
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-calm,Grounded or calm,"Steady, anchored, peacefully present","Steady calm can mean needs feel met—contentment, gratitude, or relief.",contented,1.1
cue,,,,,,,,,,overall,Whole-body sense,Step back and notice the overall tone of your body right now.,overall-calm,Grounded or calm,"Steady, anchored, peacefully present","Steady calm can mean needs feel met—contentment, gratitude, or relief.",gratitude,1
cue,,,,,,,,,,gut,Stomach or gut,"Soften awareness into your belly. Notice flips, hollowness, or steadiness.",gut-nausea,Nausea or queasy,"Churned up, unsettled, urge to vomit",Nausea can also arise with disgust or revulsion.,disgust,1.2
cue,,,,,,,,,,throat,Throat and voice,"Bring attention to your throat and voice box. Notice tightness, urge to speak, or dryness.",throat-gag,Gag or urge to retch,"Gag reflex, throat closing, increased saliva",Gagging or throat closing is a classic disgust response.,disgust,1.1
cue,,,,,,,,,,jaw,"Jaw, mouth, or fists","Notice your jaw, tongue, and hands. Are they loose, braced, or buzzing?",jaw-clench,Clenched or grinding,"Teeth locked, fists tight, rigid tongue",Clenched muscles can also reflect chronic anxiety or stress.,anxiety,1
cue,,,,,,,,,,limbs,"Arms, hands, or legs","Let awareness move through arms and legs. Notice heaviness, restlessness, or tingles.",limbs-restless,Restless or fidgety,"Urge to pace, bounce, or shake",Restless pacing can accompany anger as energy mobilizes for action.,anger,0.8
cue,,,,,,,,,,temperature,Temperature shifts,Notice any sudden changes in temperature or skin sensation.,temp-prickly,Prickly or sweaty skin,"Prickles, sudden sweat, tingling heat",Adrenaline in fear can produce cold sweat and skin prickles.,fear,1
cue,,,,,,,,,,chest,Chest or heart space,"Rest your attention on your chest or heart space. Notice breath depth, expansion, or pulsing.",chest-open,"Open, warm, or expansive","Soft chest, easy breathing, gentle warmth","An open, warm chest often accompanies love and affectionate connection.",love,1.1
feeling,Calm,"Your breathing steadies, muscles soften, and thoughts move with easy clarity. Calm often arrives when your nervous system registers safety and the pace of life matches your capacity. Researchers often link this regulated state to the parasympathetic response that lets bodies recover and integrate experience.",calm,,"Calm,Peace,Serenity,Rest,Safety",met,"Slow, even breaths expanding through the belly; Shoulders settling away from the ears; Jaw unclenching with the tongue resting gently",,,,,,,,,,,
feeling,Inspired,Your eyes may widen and posture lift as fresh ideas gather momentum. Inspiration surfaces when something resonates with your values and reveals new possibilities. Neuroscientists note this spark often rides dopamine pathways that fuel curiosity and creative exploration.,inspired,,"Growth,Contribution,Autonomy,Self expression,Freedom",met,Eyes widening toward new possibilities; Spine lengthening with an energized lift; Hands reaching or sketching shapes midair,,,,,,,,,,,
feeling,Proud,Your chest may rise and shoulders open as you recognize meaningful effort bearing fruit. Pride appears when achievements align with your values and are witnessed by yourself or others. Psychologists link it to a sense of competence that strengthens bonds within communities.,proud,,"Accomplishment,Recognition,Acknowledgement,Respect,Appreciation",met,Chest expanding with a gentle lift; Chin tilting slightly upward with a soft smile; Warmth spreading across the face and shoulders,,,,,,,,,,,
feeling,Hopeful,"Your gaze may brighten as you glimpse pathways toward what matters. Hope grows when resources, support, or possibilities seem within reach. Researchers describe it as a forward-looking motivation system that helps people persist through uncertainty.",hopeful,,"Trust,Support,Need for all living things to flourish,Growth,Connection",met,Eyes focusing toward a future point; Heartbeat lifting with gentle energy; Breath filling the chest with buoyant steadiness,,,,,,,,,,,
feeling,Contented,Your breath may sink deeper and muscles let go as you register that life feels sufficiently met. Contentment arises when needs feel attended to without striving for more. Studies associate this settled satisfaction with gratitude practices that calm stress responses.,contented,,"Relaxation,Rest,Appreciation,Peace,Safety",met,Breath moving deep into the abdomen; Body leaning back into supportive surfaces; A soft sigh releasing remaining tension,,,,,,,,,,,
feeling,Peaceful,Your face softens and attention widens when conflicts quiet and surroundings feel safe. Peacefulness appears as competing demands settle and harmony feels possible. Polyvagal research connects it with social engagement states that let people rest and relate.,peaceful,,"Peace,Serenity,Calm,Space,Safety",met,Eyelids relaxing with a gentle gaze; Shoulders draping downward evenly; Breath flowing in a quiet rhythmic pattern,,,,,,,,,,,
feeling,Relieved,"You may feel a long exhale and loosened muscles after strain eases. Relief arrives when a feared outcome passes or support appears in time. Physiologists observe cortisol levels drop during this release, allowing the body to reset.",relieved,,"Safety,Support,Trust,Rest,Relaxation",met,Extended exhale spilling from the lungs; Shoulders dropping as tension drains; Belly loosening while the jaw softens,,,,,,,,,,,
feeling,Relaxed,"Your limbs may feel pleasantly heavy as your nervous system shifts out of high alert. Relaxation grows when you have enough time, space, and permission to unwind. Researchers associate it with parasympathetic activation that aids digestion and repair.",relaxed,,"Relaxation,Rest,Space,Calm,Serenity",met,Limbs resting with comfortable heaviness; Breathing slowing with easy pauses; Hands lying open without gripping,,,,,,,,,,,
feeling,Joyful,"A smile may spread quickly and energy dance through your body when joy bursts forth. Joy often blooms in moments of connection, play, or meaning shared with others. Social scientists view it as a bonding emotion that reinforces cooperative relationships.",joyful,,"Connection,Belonging,Love/Caring,Support,Closeness",met,Smile radiating across the face; Body swaying or bouncing with lightness; Laughter bubbling up through the chest,,,,,,,,,,,
feeling,Playful,"You might feel quick, inventive movements and a spark of mischief when playfulness arrives. This feeling may show up when the environment feels safe enough to experiment and improvise. Biologists note that mammals use play to learn skills and deepen trust.",playful,,"Freedom,Choose Freely,Connection,Belonging,Self expression",met,Eyes sparkling with curiosity; Movements darting in spontaneous patterns; Voice hopping between tones or laughter,,,,,,,,,,,
feeling,Excited,Your pulse may quicken and attention sharpen as anticipation builds. Excitement surfaces when a valued event draws near or fresh challenges invite engagement. Psychologists describe it as high-arousal energy that prepares the body for purposeful action.,excited,,"Growth,Freedom,Participation,Autonomy,Self expression",met,Heartbeat thumping with eager energy; Feet bouncing or shifting in place; Breath quickening while staying open,,,,,,,,,,,
feeling,Energized,"Muscles can feel ready and responsive when energy surges through your system. Feeling energized often follows meaningful rest, nourishment, or inspiration. Researchers connect it with metabolic balance that supports sustained focus and movement.",energized,,"Physical Fitness,Growth,Accomplishment,Rest,Empowerment",met,Muscles humming with lively readiness; Posture aligning upright with ease; Steps landing with springy momentum,,,,,,,,,,,
