bucket,category_key,category_label,trigger,pattern,why,advice
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,often,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,rarely,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,frequently,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,sometimes,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,too much,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,too little,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,too many,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,enough,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,not enough,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,more,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,less,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,better,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,worse,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,very,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,really,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,extremely,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,totally,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,completely,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,kind of,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,sorta,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,sort of,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,vagueQuantifiers,Vague quantifiers or comparatives,somewhat,,Uses imprecise quantities or comparisons that aren’t directly measurable.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,ignored,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,dismissed,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,minimized,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,overlooked,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,sidelined,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,excluded,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,left out,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,ostracized,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,abandoned,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,neglected,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,attacked,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,targeted,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,picked on,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,disrespected,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,devalued,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,belittled,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,demeaned,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,humiliated,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,shamed,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,insulted,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,betrayed,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,backstabbed,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,thrown under the bus,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,invalidated,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,unheard,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,unseen,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,unappreciated,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,unrecognized,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,taken for granted,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,manipulated,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,controlled,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,coerced,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,used,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,exploited,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,taken advantage of,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,gaslit,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,gaslighted,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,judged,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,blamed,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,accused,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,criticized,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,condemned,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,rejected,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,unwanted,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,unloved,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,victimized,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,mistreated,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,abused,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,harassed,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,threatened,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,unsafe,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,pressured,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,cornered,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,provoked,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,lied to,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,deceived,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,misled,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,tricked,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,stonewalled,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,ghosted,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,left on read,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,undermined,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,sabotaged,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,silenced,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,talked over,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,fauxFeelingStoryWords,Faux-feelings or story words,talked down to,,Names a story about how you were treated instead of an observable action.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,threw me under the bus,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,stabbed me in the back,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,pushed my buttons,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,talked down to me,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,gave me the cold shoulder,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,shut me down,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,steamrolled me,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,blew me off,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,strung me along,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,led me on,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,set me up,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,baited me,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,overstepped,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,crossed a boundary,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,idiomEvaluations,Idioms that conceal evaluations,out of pocket,,Leans on idioms that smuggle in evaluation instead of describing what happened.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,crazy,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,insane,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,psycho,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,hysterical,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,unstable,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,borderline,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,bipolar,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,adhd,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,autistic,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,ocd,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,sociopath,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,psychopath,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,pathologizingLabels,Pathologizing labels used as insults,delusional,,Uses diagnostic or mental-health labels as insults rather than describing behavior.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel that,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel like,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel as if,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel as though,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel you are,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel he is,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel she is,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel they are,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel it’s,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel it's,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
flag_group,thoughtsAsFeelings,Thoughts masquerading as feelings,i feel you should,,Introduces a thought or evaluation with “I feel …” instead of naming a sensation or emotion.,"Try swapping in a time/place anchor, a quote, a count or measure, or a link to an artifact."
