cue,patterns (|),feelings (|),needs (|),example
neighbor-appointment-canceled-last-minute,appointment canceled last minute by neighbor|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,neighbor canceled 30 minutes before the appointment.
neighbor-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, neighbor kept spelling my name wrong."
neighbor-conditional-invite,invited only if .*|'you can come if' from neighbor|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,neighbor said I could come only if I handled the driving.
neighbor-backhanded-compliment,neighbor gave a backhanded compliment|'for someone like you' comment from neighbor|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"neighbor said, 'You're articulate for someone so young.'"
neighbor-gaslight-phrases,neighbor said 'that's not what happened' after I described it|neighbor said I'm imagining things|'you're crazy' from neighbor|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, neighbor said it never happened."
neighbor-omitted-context,neighbor left out key info|neighbor didn't share the requirement|neighbor omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
neighbor-policy-enforced-selectively,rule applied to me not others|selective enforcement by neighbor|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
neighbor-moderation-removed-no-reason,neighbor removed my post without reason|thread locked by neighbor|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
neighbor-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
neighbor-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
neighbor-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
neighbor-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
neighbor-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
neighbor-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
neighbor-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
neighbor-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
neighbor-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
neighbor-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,neighbor began the procedure without wearing the required gloves.
neighbor-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
neighbor-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
neighbor-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
neighbor-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,neighbor opened my door and stepped in without knocking.
neighbor-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
neighbor-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
neighbor-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
neighbor-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
neighbor-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
neighbor-comparison-better-than,"compared me to someone else|'unlike X, you' from neighbor|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,neighbor said someone else handles it better than me.
neighbor-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from neighbor."
landlord-ignored-message,landlord ignored my message|landlord left me on read|landlord did not reply|seen .* no reply from landlord|I feel like landlord ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to landlord and saw 'seen' with no reply for 48 hours.
landlord-changed-plan-without-asking,landlord changed the plan without asking|landlord decided for me|landlord made plans without me|landlord told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,landlord changed the plan and told me what I'd be doing without checking.
landlord-overcharged,charged .* extra at checkout|price higher than quoted by landlord|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from landlord included a fee that wasn't in the quote.
landlord-lost-item,lost my .*|my .* was misplaced|landlord can't find my paperwork|landlord lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,landlord couldn't find the paperwork I handed them last week.
landlord-breach-privacy,landlord shared my info without consent|landlord forwarded my email|landlord posted my photo without asking|screenshot of our chat shared by landlord|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,landlord posted a screenshot of our chat in a group without asking.
landlord-public-criticism,landlord criticized me in public|landlord called me out in front of others|landlord pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,landlord highlighted my mistake during the meeting while others watched.
landlord-credit-taken,landlord took credit for my work|landlord presented my work as theirs|landlord left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by landlord without my name mentioned.
landlord-deadline-moved-earlier,deadline moved up by landlord|due date pulled earlier by landlord|asked for delivery sooner than agreed by landlord,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
landlord-muted-or-removed,landlord muted me|landlord removed me from the call|landlord kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,landlord muted me while I was speaking.
landlord-meeting-started-without-me,meeting started early|decisions made before I joined|landlord began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
landlord-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
landlord-appointment-canceled-last-minute,appointment canceled last minute by landlord|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,landlord canceled 30 minutes before the appointment.
landlord-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, landlord kept spelling my name wrong."
landlord-conditional-invite,invited only if .*|'you can come if' from landlord|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,landlord said I could come only if I handled the driving.
landlord-backhanded-compliment,landlord gave a backhanded compliment|'for someone like you' comment from landlord|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"landlord said, 'You're articulate for someone so young.'"
landlord-gaslight-phrases,landlord said 'that's not what happened' after I described it|landlord said I'm imagining things|'you're crazy' from landlord|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, landlord said it never happened."
landlord-omitted-context,landlord left out key info|landlord didn't share the requirement|landlord omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
landlord-policy-enforced-selectively,rule applied to me not others|selective enforcement by landlord|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
landlord-moderation-removed-no-reason,landlord removed my post without reason|thread locked by landlord|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
landlord-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
landlord-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
landlord-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
landlord-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
landlord-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
landlord-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
landlord-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
landlord-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
landlord-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
landlord-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,landlord began the procedure without wearing the required gloves.
landlord-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
landlord-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
landlord-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
landlord-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,landlord opened my door and stepped in without knocking.
landlord-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
landlord-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
landlord-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
landlord-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
landlord-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
landlord-comparison-better-than,"compared me to someone else|'unlike X, you' from landlord|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,landlord said someone else handles it better than me.
landlord-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from landlord."
teacher-ignored-message,teacher ignored my message|teacher left me on read|teacher did not reply|seen .* no reply from teacher|I feel like teacher ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to teacher and saw 'seen' with no reply for 48 hours.
teacher-changed-plan-without-asking,teacher changed the plan without asking|teacher decided for me|teacher made plans without me|teacher told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,teacher changed the plan and told me what I'd be doing without checking.
teacher-overcharged,charged .* extra at checkout|price higher than quoted by teacher|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from teacher included a fee that wasn't in the quote.
teacher-lost-item,lost my .*|my .* was misplaced|teacher can't find my paperwork|teacher lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,teacher couldn't find the paperwork I handed them last week.
teacher-breach-privacy,teacher shared my info without consent|teacher forwarded my email|teacher posted my photo without asking|screenshot of our chat shared by teacher|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,teacher posted a screenshot of our chat in a group without asking.
teacher-public-criticism,teacher criticized me in public|teacher called me out in front of others|teacher pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,teacher highlighted my mistake during the meeting while others watched.
teacher-credit-taken,teacher took credit for my work|teacher presented my work as theirs|teacher left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by teacher without my name mentioned.
teacher-deadline-moved-earlier,deadline moved up by teacher|due date pulled earlier by teacher|asked for delivery sooner than agreed by teacher,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
teacher-muted-or-removed,teacher muted me|teacher removed me from the call|teacher kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,teacher muted me while I was speaking.
teacher-meeting-started-without-me,meeting started early|decisions made before I joined|teacher began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
teacher-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
teacher-appointment-canceled-last-minute,appointment canceled last minute by teacher|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,teacher canceled 30 minutes before the appointment.
teacher-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, teacher kept spelling my name wrong."
teacher-conditional-invite,invited only if .*|'you can come if' from teacher|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,teacher said I could come only if I handled the driving.
teacher-backhanded-compliment,teacher gave a backhanded compliment|'for someone like you' comment from teacher|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"teacher said, 'You're articulate for someone so young.'"
teacher-gaslight-phrases,teacher said 'that's not what happened' after I described it|teacher said I'm imagining things|'you're crazy' from teacher|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, teacher said it never happened."
teacher-omitted-context,teacher left out key info|teacher didn't share the requirement|teacher omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
teacher-policy-enforced-selectively,rule applied to me not others|selective enforcement by teacher|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
teacher-moderation-removed-no-reason,teacher removed my post without reason|thread locked by teacher|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
teacher-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
teacher-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
teacher-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
teacher-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
teacher-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
teacher-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
teacher-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
teacher-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
teacher-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
teacher-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,teacher began the procedure without wearing the required gloves.
teacher-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
teacher-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
teacher-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
teacher-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,teacher opened my door and stepped in without knocking.
teacher-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
teacher-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
teacher-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
teacher-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
teacher-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
teacher-comparison-better-than,"compared me to someone else|'unlike X, you' from teacher|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,teacher said someone else handles it better than me.
teacher-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from teacher."
professor-ignored-message,professor ignored my message|professor left me on read|professor did not reply|seen .* no reply from professor|I feel like professor ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to professor and saw 'seen' with no reply for 48 hours.
professor-changed-plan-without-asking,professor changed the plan without asking|professor decided for me|professor made plans without me|professor told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,professor changed the plan and told me what I'd be doing without checking.
professor-overcharged,charged .* extra at checkout|price higher than quoted by professor|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from professor included a fee that wasn't in the quote.
professor-lost-item,lost my .*|my .* was misplaced|professor can't find my paperwork|professor lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,professor couldn't find the paperwork I handed them last week.
professor-breach-privacy,professor shared my info without consent|professor forwarded my email|professor posted my photo without asking|screenshot of our chat shared by professor|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,professor posted a screenshot of our chat in a group without asking.
professor-public-criticism,professor criticized me in public|professor called me out in front of others|professor pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,professor highlighted my mistake during the meeting while others watched.
professor-credit-taken,professor took credit for my work|professor presented my work as theirs|professor left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by professor without my name mentioned.
professor-deadline-moved-earlier,deadline moved up by professor|due date pulled earlier by professor|asked for delivery sooner than agreed by professor,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
professor-muted-or-removed,professor muted me|professor removed me from the call|professor kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,professor muted me while I was speaking.
professor-meeting-started-without-me,meeting started early|decisions made before I joined|professor began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
professor-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
professor-appointment-canceled-last-minute,appointment canceled last minute by professor|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,professor canceled 30 minutes before the appointment.
professor-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, professor kept spelling my name wrong."
professor-conditional-invite,invited only if .*|'you can come if' from professor|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,professor said I could come only if I handled the driving.
professor-backhanded-compliment,professor gave a backhanded compliment|'for someone like you' comment from professor|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"professor said, 'You're articulate for someone so young.'"
professor-gaslight-phrases,professor said 'that's not what happened' after I described it|professor said I'm imagining things|'you're crazy' from professor|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, professor said it never happened."
professor-omitted-context,professor left out key info|professor didn't share the requirement|professor omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
professor-policy-enforced-selectively,rule applied to me not others|selective enforcement by professor|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
professor-moderation-removed-no-reason,professor removed my post without reason|thread locked by professor|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
professor-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
professor-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
professor-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
professor-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
professor-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
professor-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
professor-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
professor-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
professor-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
professor-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,professor began the procedure without wearing the required gloves.
professor-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
professor-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
professor-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
professor-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,professor opened my door and stepped in without knocking.
professor-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
